,product_id,composition,color_name,size,fit,stlye_id,color_id,scrapy_datetime
6,1024256001," Polyester 65%, Cotton 35%",Black,,Slim fit,1024256,001,2022-05-14-20-09:02
0,1024256003," Cotton 99%, Spandex 1%",Light denim blue,,Slim fit,1024256,003,2022-05-14-20-09:02
1,1024256003," Polyester 65%, Cotton 35%",Light denim blue,,Slim fit,1024256,003,2022-05-14-20-09:02
2,1024256003," Polyester 65%, Cotton 35%",Light denim blue,,Slim fit,1024256,003,2022-05-14-20-09:02
3,1024256003," Polyester 65%, Cotton 35%",Light denim blue,,Slim fit,1024256,003,2022-05-14-20-09:02
4,1024256003," Polyester 65%, Cotton 35%",Light denim blue,,Slim fit,1024256,003,2022-05-14-20-09:02
5,1024256003," Polyester 65%, Cotton 35%",Light denim blue,,Slim fit,1024256,003,2022-05-14-20-09:02
6,1024256003," Polyester 65%, Cotton 35%",Light denim blue,,Slim fit,1024256,003,2022-05-14-20-09:02
7,1024256003," Polyester 65%, Cotton 35%",Light denim blue,,Slim fit,1024256,003,2022-05-14-20-09:02
0,1008110006," Cotton 89%, Elastomultiester 9%, Spandex 2%",Denim blue,,Slim fit,1008110,006,2022-05-14-20-09:02
1,1008110006," Polyester 80%, Cotton 20%",Denim blue,,Slim fit,1008110,006,2022-05-14-20-09:02
2,1008110006," Polyester 80%, Cotton 20%",Denim blue,,Slim fit,1008110,006,2022-05-14-20-09:02
3,1008110006," Polyester 80%, Cotton 20%",Denim blue,,Slim fit,1008110,006,2022-05-14-20-09:02
4,1008110006," Polyester 80%, Cotton 20%",Denim blue,,Slim fit,1008110,006,2022-05-14-20-09:02
5,1008110006," Polyester 80%, Cotton 20%",Denim blue,,Slim fit,1008110,006,2022-05-14-20-09:02
0,1008110005," Cotton 89%, Elastomultiester 9%, Spandex 2%",Light denim blue,,Slim fit,1008110,005,2022-05-14-20-09:02
1,1008110005," Polyester 80%, Cotton 20%",Light denim blue,,Slim fit,1008110,005,2022-05-14-20-09:02
2,1008110005," Polyester 80%, Cotton 20%",Light denim blue,,Slim fit,1008110,005,2022-05-14-20-09:02
3,1008110005," Polyester 80%, Cotton 20%",Light denim blue,,Slim fit,1008110,005,2022-05-14-20-09:02
4,1008110005," Polyester 80%, Cotton 20%",Light denim blue,,Slim fit,1008110,005,2022-05-14-20-09:02
5,1008110005," Polyester 80%, Cotton 20%",Light denim blue,,Slim fit,1008110,005,2022-05-14-20-09:02
0,1008110003," Cotton 89%, Elastomultiester 9%, Spandex 2%",Light denim blue,,Slim fit,1008110,003,2022-05-14-20-09:02
1,1008110003," Polyester 80%, Cotton 20%",Light denim blue,,Slim fit,1008110,003,2022-05-14-20-09:02
2,1008110003," Polyester 80%, Cotton 20%",Light denim blue,,Slim fit,1008110,003,2022-05-14-20-09:02
3,1008110003," Polyester 80%, Cotton 20%",Light denim blue,,Slim fit,1008110,003,2022-05-14-20-09:02
4,1008110003," Polyester 80%, Cotton 20%",Light denim blue,,Slim fit,1008110,003,2022-05-14-20-09:02
5,1008110003," Polyester 80%, Cotton 20%",Light denim blue,,Slim fit,1008110,003,2022-05-14-20-09:02
0,1008110001," Cotton 90%, Elastomultiester 8%, Spandex 2%",Dark denim blue,,Slim fit,1008110,001,2022-05-14-20-09:02
1,1008110001," Polyester 80%, Cotton 20%",Dark denim blue,,Slim fit,1008110,001,2022-05-14-20-09:02
2,1008110001," Polyester 80%, Cotton 20%",Dark denim blue,,Slim fit,1008110,001,2022-05-14-20-09:02
3,1008110001," Polyester 80%, Cotton 20%",Dark denim blue,,Slim fit,1008110,001,2022-05-14-20-09:02
4,1008110001," Polyester 80%, Cotton 20%",Dark denim blue,,Slim fit,1008110,001,2022-05-14-20-09:02
5,1008110001," Polyester 80%, Cotton 20%",Dark denim blue,,Slim fit,1008110,001,2022-05-14-20-09:02
0,1008110002," Cotton 90%, Elastomultiester 8%, Spandex 2%",Black/No fade black,,Slim fit,1008110,002,2022-05-14-20-09:02
1,1008110002, Cotton 100%,Black/No fade black,,Slim fit,1008110,002,2022-05-14-20-09:02
2,1008110002, Cotton 100%,Black/No fade black,,Slim fit,1008110,002,2022-05-14-20-09:02
3,1008110002, Cotton 100%,Black/No fade black,,Slim fit,1008110,002,2022-05-14-20-09:02
4,1008110002, Cotton 100%,Black/No fade black,,Slim fit,1008110,002,2022-05-14-20-09:02
5,1008110002, Cotton 100%,Black/No fade black,,Slim fit,1008110,002,2022-05-14-20-09:02
0,1024256008," Cotton 99%, Spandex 1%",White,,Slim fit,1024256,008,2022-05-14-20-09:02
1,1024256008, Cotton 100%,White,,Slim fit,1024256,008,2022-05-14-20-09:02
2,1024256008, Cotton 100%,White,,Slim fit,1024256,008,2022-05-14-20-09:02
3,1024256008, Cotton 100%,White,,Slim fit,1024256,008,2022-05-14-20-09:02
4,1024256008, Cotton 100%,White,,Slim fit,1024256,008,2022-05-14-20-09:02
5,1024256008, Cotton 100%,White,,Slim fit,1024256,008,2022-05-14-20-09:02
6,1024256008, Cotton 100%,White,,Slim fit,1024256,008,2022-05-14-20-09:02
0,1024256007," Cotton 99%, Spandex 1%",Dark gray,,Slim fit,1024256,007,2022-05-14-20-09:02
1,1024256007," Polyester 65%, Cotton 35%",Dark gray,,Slim fit,1024256,007,2022-05-14-20-09:02
2,1024256007," Polyester 65%, Cotton 35%",Dark gray,,Slim fit,1024256,007,2022-05-14-20-09:02
3,1024256007," Polyester 65%, Cotton 35%",Dark gray,,Slim fit,1024256,007,2022-05-14-20-09:02
4,1024256007," Polyester 65%, Cotton 35%",Dark gray,,Slim fit,1024256,007,2022-05-14-20-09:02
5,1024256007," Polyester 65%, Cotton 35%",Dark gray,,Slim fit,1024256,007,2022-05-14-20-09:02
6,1024256007," Polyester 65%, Cotton 35%",Dark gray,,Slim fit,1024256,007,2022-05-14-20-09:02
0,1024256006," Cotton 99%, Spandex 1%",Dark denim blue,,Slim fit,1024256,006,2022-05-14-20-09:02
1,1024256006, Cotton 100%,Dark denim blue,,Slim fit,1024256,006,2022-05-14-20-09:02
2,1024256006, Cotton 100%,Dark denim blue,,Slim fit,1024256,006,2022-05-14-20-09:02
3,1024256006, Cotton 100%,Dark denim blue,,Slim fit,1024256,006,2022-05-14-20-09:02
4,1024256006, Cotton 100%,Dark denim blue,,Slim fit,1024256,006,2022-05-14-20-09:02
5,1024256006, Cotton 100%,Dark denim blue,,Slim fit,1024256,006,2022-05-14-20-09:02
6,1024256006, Cotton 100%,Dark denim blue,,Slim fit,1024256,006,2022-05-14-20-09:02
0,1024256005," Cotton 99%, Spandex 1%",Dark blue,,Slim fit,1024256,005,2022-05-14-20-09:02
1,1024256005," Polyester 65%, Cotton 35%",Dark blue,,Slim fit,1024256,005,2022-05-14-20-09:02
2,1024256005," Polyester 65%, Cotton 35%",Dark blue,,Slim fit,1024256,005,2022-05-14-20-09:02
3,1024256005," Polyester 65%, Cotton 35%",Dark blue,,Slim fit,1024256,005,2022-05-14-20-09:02
4,1024256005," Polyester 65%, Cotton 35%",Dark blue,,Slim fit,1024256,005,2022-05-14-20-09:02
5,1024256005," Polyester 65%, Cotton 35%",Dark blue,,Slim fit,1024256,005,2022-05-14-20-09:02
6,1024256005," Polyester 65%, Cotton 35%",Dark blue,,Slim fit,1024256,005,2022-05-14-20-09:02
0,1024256004," Cotton 99%, Spandex 1%",Denim blue,,Slim fit,1024256,004,2022-05-14-20-09:02
1,1024256004," Polyester 65%, Cotton 35%",Denim blue,,Slim fit,1024256,004,2022-05-14-20-09:02
2,1024256004," Polyester 65%, Cotton 35%",Denim blue,,Slim fit,1024256,004,2022-05-14-20-09:02
3,1024256004," Polyester 65%, Cotton 35%",Denim blue,,Slim fit,1024256,004,2022-05-14-20-09:02
4,1024256004," Polyester 65%, Cotton 35%",Denim blue,,Slim fit,1024256,004,2022-05-14-20-09:02
5,1024256004," Polyester 65%, Cotton 35%",Denim blue,,Slim fit,1024256,004,2022-05-14-20-09:02
6,1024256004," Polyester 65%, Cotton 35%",Denim blue,,Slim fit,1024256,004,2022-05-14-20-09:02
7,1024256004," Polyester 65%, Cotton 35%",Denim blue,,Slim fit,1024256,004,2022-05-14-20-09:02
0,1024256003," Cotton 99%, Spandex 1%",Light denim blue,,Slim fit,1024256,003,2022-05-14-20-09:02
1,1024256003," Polyester 65%, Cotton 35%",Light denim blue,,Slim fit,1024256,003,2022-05-14-20-09:02
2,1024256003," Polyester 65%, Cotton 35%",Light denim blue,,Slim fit,1024256,003,2022-05-14-20-09:02
3,1024256003," Polyester 65%, Cotton 35%",Light denim blue,,Slim fit,1024256,003,2022-05-14-20-09:02
4,1024256003," Polyester 65%, Cotton 35%",Light denim blue,,Slim fit,1024256,003,2022-05-14-20-09:02
5,1024256003," Polyester 65%, Cotton 35%",Light denim blue,,Slim fit,1024256,003,2022-05-14-20-09:02
6,1024256003," Polyester 65%, Cotton 35%",Light denim blue,,Slim fit,1024256,003,2022-05-14-20-09:02
7,1024256003," Polyester 65%, Cotton 35%",Light denim blue,,Slim fit,1024256,003,2022-05-14-20-09:02
0,1024256002," Cotton 99%, Spandex 1%",Light denim blue,,Slim fit,1024256,002,2022-05-14-20-09:02
1,1024256002," Polyester 65%, Cotton 35%",Light denim blue,,Slim fit,1024256,002,2022-05-14-20-09:02
2,1024256002," Polyester 65%, Cotton 35%",Light denim blue,,Slim fit,1024256,002,2022-05-14-20-09:02
3,1024256002," Polyester 65%, Cotton 35%",Light denim blue,,Slim fit,1024256,002,2022-05-14-20-09:02
4,1024256002," Polyester 65%, Cotton 35%",Light denim blue,,Slim fit,1024256,002,2022-05-14-20-09:02
5,1024256002," Polyester 65%, Cotton 35%",Light denim blue,,Slim fit,1024256,002,2022-05-14-20-09:02
6,1024256002," Polyester 65%, Cotton 35%",Light denim blue,,Slim fit,1024256,002,2022-05-14-20-09:02
0,1024256001," Cotton 99%, Spandex 1%",Black,,Slim fit,1024256,001,2022-05-14-20-09:02
1,1024256001," Polyester 65%, Cotton 35%",Black,,Slim fit,1024256,001,2022-05-14-20-09:02
2,1024256001," Polyester 65%, Cotton 35%",Black,,Slim fit,1024256,001,2022-05-14-20-09:02
3,1024256001," Polyester 65%, Cotton 35%",Black,,Slim fit,1024256,001,2022-05-14-20-09:02
4,1024256001," Polyester 65%, Cotton 35%",Black,,Slim fit,1024256,001,2022-05-14-20-09:02
5,1024256001," Polyester 65%, Cotton 35%",Black,,Slim fit,1024256,001,2022-05-14-20-09:02
6,1024256001," Polyester 65%, Cotton 35%",Black,,Slim fit,1024256,001,2022-05-14-20-09:02
0,0985159008," Cotton 99%, Spandex 1%",Dark gray,,Skinny fit,0985159,008,2022-05-14-20-09:02
1,0985159008," Polyester 65%, Cotton 35%",Dark gray,,Skinny fit,0985159,008,2022-05-14-20-09:02
2,0985159008," Polyester 65%, Cotton 35%",Dark gray,,Skinny fit,0985159,008,2022-05-14-20-09:02
3,0985159008," Polyester 65%, Cotton 35%",Dark gray,,Skinny fit,0985159,008,2022-05-14-20-09:02
4,0985159008," Polyester 65%, Cotton 35%",Dark gray,,Skinny fit,0985159,008,2022-05-14-20-09:02
5,0985159008," Polyester 65%, Cotton 35%",Dark gray,,Skinny fit,0985159,008,2022-05-14-20-09:02
0,0985159007," Cotton 99%, Spandex 1%",Denim blue,,Skinny fit,0985159,007,2022-05-14-20-09:02
1,0985159007," Polyester 65%, Cotton 35%",Denim blue,,Skinny fit,0985159,007,2022-05-14-20-09:02
2,0985159007," Polyester 65%, Cotton 35%",Denim blue,,Skinny fit,0985159,007,2022-05-14-20-09:02
3,0985159007," Polyester 65%, Cotton 35%",Denim blue,,Skinny fit,0985159,007,2022-05-14-20-09:02
4,0985159007," Polyester 65%, Cotton 35%",Denim blue,,Skinny fit,0985159,007,2022-05-14-20-09:02
5,0985159007," Polyester 65%, Cotton 35%",Denim blue,,Skinny fit,0985159,007,2022-05-14-20-09:02
0,0985159006," Cotton 99%, Spandex 1%",Dark denim blue,,Skinny fit,0985159,006,2022-05-14-20-09:02
1,0985159006," Polyester 65%, Cotton 35%",Dark denim blue,,Skinny fit,0985159,006,2022-05-14-20-09:02
2,0985159006," Polyester 65%, Cotton 35%",Dark denim blue,,Skinny fit,0985159,006,2022-05-14-20-09:02
3,0985159006," Polyester 65%, Cotton 35%",Dark denim blue,,Skinny fit,0985159,006,2022-05-14-20-09:02
4,0985159006," Polyester 65%, Cotton 35%",Dark denim blue,,Skinny fit,0985159,006,2022-05-14-20-09:02
5,0985159006," Polyester 65%, Cotton 35%",Dark denim blue,,Skinny fit,0985159,006,2022-05-14-20-09:02
0,0985159005," Cotton 99%, Spandex 1%",Dark blue,,Skinny fit,0985159,005,2022-05-14-20-09:02
1,0985159005, Cotton 100%,Dark blue,,Skinny fit,0985159,005,2022-05-14-20-09:02
2,0985159005, Cotton 100%,Dark blue,,Skinny fit,0985159,005,2022-05-14-20-09:02
3,0985159005, Cotton 100%,Dark blue,,Skinny fit,0985159,005,2022-05-14-20-09:02
4,0985159005, Cotton 100%,Dark blue,,Skinny fit,0985159,005,2022-05-14-20-09:02
5,0985159005, Cotton 100%,Dark blue,,Skinny fit,0985159,005,2022-05-14-20-09:02
6,0985159005, Cotton 100%,Dark blue,,Skinny fit,0985159,005,2022-05-14-20-09:02
0,0985159004," Cotton 99%, Spandex 1%",Light denim blue,,Skinny fit,0985159,004,2022-05-14-20-09:02
1,0985159004, Cotton 100%,Light denim blue,,Skinny fit,0985159,004,2022-05-14-20-09:02
2,0985159004, Cotton 100%,Light denim blue,,Skinny fit,0985159,004,2022-05-14-20-09:02
3,0985159004, Cotton 100%,Light denim blue,,Skinny fit,0985159,004,2022-05-14-20-09:02
4,0985159004, Cotton 100%,Light denim blue,,Skinny fit,0985159,004,2022-05-14-20-09:02
5,0985159004, Cotton 100%,Light denim blue,,Skinny fit,0985159,004,2022-05-14-20-09:02
6,0985159004, Cotton 100%,Light denim blue,,Skinny fit,0985159,004,2022-05-14-20-09:02
0,0985159003," Cotton 99%, Spandex 1%",Dark gray,,Skinny fit,0985159,003,2022-05-14-20-09:02
1,0985159003," Polyester 63%, Cotton 37%",Dark gray,,Skinny fit,0985159,003,2022-05-14-20-09:02
2,0985159003," Polyester 63%, Cotton 37%",Dark gray,,Skinny fit,0985159,003,2022-05-14-20-09:02
3,0985159003," Polyester 63%, Cotton 37%",Dark gray,,Skinny fit,0985159,003,2022-05-14-20-09:02
4,0985159003," Polyester 63%, Cotton 37%",Dark gray,,Skinny fit,0985159,003,2022-05-14-20-09:02
5,0985159003," Polyester 63%, Cotton 37%",Dark gray,,Skinny fit,0985159,003,2022-05-14-20-09:02
6,0985159003," Polyester 63%, Cotton 37%",Dark gray,,Skinny fit,0985159,003,2022-05-14-20-09:02
0,0985159002," Cotton 99%, Spandex 1%",Denim blue,,Skinny fit,0985159,002,2022-05-14-20-09:02
1,0985159002, Cotton 100%,Denim blue,,Skinny fit,0985159,002,2022-05-14-20-09:02
2,0985159002, Cotton 100%,Denim blue,,Skinny fit,0985159,002,2022-05-14-20-09:02
3,0985159002, Cotton 100%,Denim blue,,Skinny fit,0985159,002,2022-05-14-20-09:02
4,0985159002, Cotton 100%,Denim blue,,Skinny fit,0985159,002,2022-05-14-20-09:02
5,0985159002, Cotton 100%,Denim blue,,Skinny fit,0985159,002,2022-05-14-20-09:02
0,0985159001," Cotton 99%, Spandex 1%",Black,,Skinny fit,0985159,001,2022-05-14-20-09:02
1,0985159001, Cotton 100%,Black,,Skinny fit,0985159,001,2022-05-14-20-09:02
2,0985159001, Cotton 100%,Black,,Skinny fit,0985159,001,2022-05-14-20-09:02
3,0985159001, Cotton 100%,Black,,Skinny fit,0985159,001,2022-05-14-20-09:02
4,0985159001, Cotton 100%,Black,,Skinny fit,0985159,001,2022-05-14-20-09:02
5,0985159001, Cotton 100%,Black,,Skinny fit,0985159,001,2022-05-14-20-09:02
6,0985159001, Cotton 100%,Black,,Skinny fit,0985159,001,2022-05-14-20-09:02
